Source,Folio,Seq,Incipit,Text,Feast,Occasion,Genre,Position,"Cantus ID",Mode,Diff,"Diff db"
"P-BRs Ms. 034",266,004,"In conspectu angelorum psallam tibi deus","In conspectu angelorum psallam tibi deus meus ut per eorum custodiam super iram inimicorum meorum extendas et salvum me faciat dextera tua","Angeli Custodis",V,A,4,a00031,4,E,
"P-BRs Ms. 034",267,001,"Confortavit Dominus seras portarum civitatis suae","Confortavit Dominus seras portarum civitatis suae et posuit angelum ad pacem et custodiam in finibus ejus","Angeli Custodis",V,A,5,a00032,5,a,
"P-BRs Ms. 034",267,002,"Immittet angelum suum Dominus in circuitu","Immittet angelum suum Dominus in circuitu timentium eum et de omnibus tribulationibus suis eripiet eos","Angeli Custodis",V,R,,a00033,1,,
"P-BRs Ms. 034",267,003,"Clamaverunt justi et dominus exaudivit eos","Clamaverunt justi et dominus exaudivit eos et misit angelum suum","Angeli Custodis",V,V,1,a00033a,1,,
"P-BRs Ms. 034",268,001,"Pange lingua gloriosi Praelium certaminis Principisque","Pange lingua gloriosi Praelium certaminis Principisque generosi Gladium tutaminis Quo succubunt vitiosi Sectatoris daemonis Nobis datus est a Deo Praesul sacer Angelus Ut postretur virus leo Et salvetur populus Dimittuntur noxae reo Ducis nostris precibus In suprema caeli sphera Et polorum culmine Aperitur ei sera Ut petat pro homine Et asportet nobis plera Bona pro juvamine Verbum caro nobis praestat Angeli custodiam Et si morbus nos infestat Tollat pestilentiam Si quid urbem hanc molestat Donet patientiam Tantum ergo adjutorem Veneremur laudibus Frequentemus protectorem Annuis carminibus Ut placemus redemptorem Pro nostris criminibus Genitori genitoque Laus et jubilatio Salus honor virtus quoque Sit et benedictio Procedenti ab utroque Compar si laudatio Amen","Angeli Custodis",V,H,,a00192,3,,
"P-BRs Ms. 034",268,002,"Angelis suis mandavit de te","Angelis suis mandavit de te","Angeli Custodis",V,W,,007945,*,,
"P-BRs Ms. 034",268,003,"Super muros tuos Jerusalem posui custodes","Super muros tuos Jerusalem posui custodes qui die ac nocte non cessabunt magnificare nomen domini quia fecit magna qui potens est et sanctum nomen ejus","Angeli Custodis",V,A,M,a00034,6,F,
"P-BRs Ms. 034",269,001,"Pro eo quod non credidisti verbis","Pro eo quod non credidisti verbis meis eris tacens et non poteris loqui usque in diem nativitatis ejus","Joannis Baptistae., vig.",V,A,p,004382,6,F,
"P-BRs Ms. 034",269,002,"Praecursor domini venit de quo ipse","Praecursor domini venit de quo ipse testatur nullus major inter natos mulierum Joanne Baptista","Joannis Baptistae., vig.",V,R,,007420,8,,
"P-BRs Ms. 034",269,003,"Hic est enim propheta et plus","Hic est enim propheta et plus quam propheta de quo idem ait","Joannis Baptistae., vig.",V,V,1,007420b,8,,
"P-BRs Ms. 034",269,004,"Ut queant laxis resonare fibris mira","Ut queant laxis resonare fibris mira gestorum famuli tuorum solve polluti labii reatum sancte Joannes |  Nuntius celso veniens Olympo te patri magnum fore nasciturum nomen et vitae seriem gerendae ordine promit | Ille promissi dubius superni perdidit promptae modulos loquelae sed reformasti genitus peremptae organa vocis | Ventris obstruso positus cubili senseras regem thalamo manentem hinc parens nati meritis uterque abdita pandit | Antra deserti teneris sub annis civium turmas fugiens petisti ne levi saltem maculare vitam famine posses | Praebuit hirtum tegimen camelus artubus sacris strophium bidentes cui latex haustum sociata pastum mella locustis | [divisio] | Ceteri tantum cecinere vatum corde praesago jubar ad futurum tu quidem mundi scelus auferentem indice prodis | Non fuit vasti spatium per orbis sanctior quisquam genitus Joanne qui nefas saecli meruit lavantem tingere lymphis | O nimis felix meritique celsi nesciens labem nivei pudoris praepotens martyr heremique cultor maxime vatum | Serta ter denis alios coronant aucta crementis duplicata quosdam trina centeno cumulata fructu te sacer ornavit | Hinc potens nostri meritis opimis pectoris duros lapide revelle asperum planans iter et reflexos dirige calles | Ut pius mundi sator et redemptor mentibus pulsa livione puris rite dignetur veniens sacratos ponere gressus | Laudibus cives celebrant superni te deus simplex pariterque trine supplices et nos veniam precamur parce redemptis | Amen","Joannis Baptistae., vig.",V,H,,008406,2,,
"P-BRs Ms. 034",270,001,"Erit enim magnus coram Domino R","Erit enim magnus coram Domino R. Et Spiritu Sancto replebitur","Joannis Baptistae., vig.",V,W,,a00178,*,,
"P-BRs Ms. 034",270,002,"Ingresso Zacharia templum Domini apparuit ei","Ingresso Zacharia templum Domini apparuit ei Gabriel angelus stans a dexteris altaris incensi","Joannis Baptistae., vig.",V,A,M,003338,8,g,
"P-BRs Ms. 034",271,001,"Beati eritis cum vos oderint homines","Beati eritis cum vos oderint homines et cum separaverint vos et exprobraverint et ejecerint nomen vestrum tamquam malum propter filium hominis gaudete et exsultate ecce enim merces vestra multa est in caelis","Petri, Pauli, vig.",V,A,p,001580,1,D,
"P-BRs Ms. 034",271,002,"Si diligis me Simon Petre pasce","Si diligis me Simon Petre pasce oves meas domine tu nosti quia amo te et animam meam pono pro te","Petri, Pauli, vig.",V,R,,007649,1,,
"P-BRs Ms. 034",271,003,"Etsi oportuerit me mori tecum non","Etsi oportuerit me mori tecum non te negabo","Petri, Pauli, vig.",V,V,1,007673b,1,,
"P-BRs Ms. 034",272,001,"Gloria Patri et Filio et Spiritui","Gloria Patri et Filio et Spiritui Sancto","Petri, Pauli, vig.",V,V,2,007040b,1,,
"P-BRs Ms. 034",272,002,"Felix per omnes festum mundi cardines","Felix per omnes festum mundi cardines apostolorum praepollet alacriter Petri beati Pauli sacratissimi quos Christus almo consecravit sanguine ecclesiarum deputavit principes | Hi sunt olivae duae coram domino et candelabra luce radiantia praeclara caeli duo luminaria fortia solvunt peccatorum vincula portas olimphi reserant fidelibus | Habent supernas potestatem claudere sermone sedes pandere splendentia lumina caeli super alta sydera linguae eorum claves factae sunt larvas repellunt ultra mundi limites | Petrus beatus catenarum laqueos Christo jubente rupit mirabiliter custos ovilis et doctor ecclesiae pastorque gregis conservator ovium arcet luporum truculentam rabiem | Quodcumque vinclis super terram strinxerit erit in astris religatum fortiter et quod resolvit in terris arbitrio erit solutum super caeli radium in fine mundi judex erit saeculi | Gloria deo patri per immensa saecula sit tibi nate decus et imperium honor potestas sanctoque spiritui sit trinitati salus individua per infinita saeculorum saecula","Petri, Pauli, vig.",V,H,,008302,1,,
"P-BRs Ms. 034",273,001,"Annuntiaverunt opera dei *","Annuntiaverunt opera dei *","Petri, Pauli, vig.",V,W,,007950,*,,
"P-BRs Ms. 034",273,002,"Tu es pastor ovium princeps apostolorum","Tu es pastor ovium princeps apostolorum tibi traditae sunt claves regni caelorum","Petri, Pauli, vig.",V,A,M,005207,1,D,
"P-BRs Ms. 034",273,003,"Accedunt laudes virginis admirandae indaginis noviter","Accedunt laudes virginis admirandae indaginis noviter promulgatae en visitat Elisabeth Maria mater ipsamet caelica probitate","Visitatio Mariae",V,A,1,200058,1,G,
"P-BRs Ms. 034",273,004,"Divo repletur munere Maria sine murmure","Divo repletur munere Maria sine murmure cum filium concepit surrexit ab oraculo statim in montis calculo abiit et perfecit","Visitatio Mariae",V,A,2,201284,2,D,
"P-BRs Ms. 034",273,005,"Accendit ardor spiritus Mariam tangens caelitus","Accendit ardor spiritus Mariam tangens caelitus de Nazareth migrando mox ad montana transtulit ubi tumultu caruit superna degustando","Visitatio Mariae",V,A,3,200060,3,a,
"P-BRs Ms. 034",274,001,"Monstrans culmen dulcedinis Maria sui sanguinis","Monstrans culmen dulcedinis Maria sui sanguinis Elisabeth salutat stantem in domo proximi propinqua templo domini devote subministrat","Visitatio Mariae",V,A,4,203159,4,E,
"P-BRs Ms. 034",274,002,"Charisma sancti spiritus diffudit se divinitus","Charisma sancti spiritus diffudit se divinitus in puerum cum sensit conceptum salutiferum Mariae sibi obvium Elisabeth consensit","Visitatio Mariae",V,A,5,200733,5,a,
"P-BRs Ms. 034",274,003,"Dixit verba prophetica Elisabeth caelicola de","Dixit verba prophetica Elisabeth caelicola de virgine Maria beata est quae credidit in hac fient quae didicit a domino mente pia","Visitatio Mariae",V,R,,600610,2,,
"P-BRs Ms. 034",275,001,"Venit ex te sanctissimus vocatus dei","Venit ex te sanctissimus vocatus dei filius sicut praedixit angelus suae matri in via","Visitatio Mariae",V,V,1,600610a,2,,
"P-BRs Ms. 034",275,002,"Gloria patri et filio et spiritui","Gloria patri et filio et spiritui sancto","Visitatio Mariae",V,V,2,909000,2,,
"P-BRs Ms. 034",275,003,"In Mariam vitae viam matrem veram","In Mariam vitae viam matrem veram viventium pie venit qui redemit peccata delinquentium","Visitatio Mariae",V,H,,830161,6,,
"P-BRs Ms. 034",276,001,"Specie tua et pulchritudine tua *","Specie tua et pulchritudine tua *","Visitatio Mariae",V,W,,008201,*,,
"P-BRs Ms. 034",276,002,"Acceleratur ratio in puero nondum nato","Acceleratur ratio in puero nondum nato instinctu sacri pneumatis divinitus sibi dato novit praesentem dominum in virgine clam latentem adoravit cum jubilo ad servulum venientem","Visitatio Mariae",V,A,M,200059,5,a,
"P-BRs Ms. 034",276,003,"Audiens haec ergo Hermogenes carens fide","Audiens haec ergo Hermogenes carens fide ira commotus nexuit eum dicens videbo si te solvet Jacobus",Jacobi,V,A,p,a00195,6,F,
"P-BRs Ms. 034",276,004,"Alme perpetui luminis lux apostole Jacobe","Alme perpetui luminis lux apostole Jacobe obscena tuorum intima famulorum illumina ut valeant tempora sic ducere sedi quo valeant gaudia captare vite",Jacobi,V,R,,a00194,1,,
"P-BRs Ms. 034",277,001,"Sedulus esto Christi benigne apostole intercessor","Sedulus esto Christi benigne apostole intercessor pro his quibus datus es pius pater et pastor",Jacobi,V,V,1,a00194a,1,,
"P-BRs Ms. 034",277,002,"Gloria Patri et Filio et Spiritui","Gloria Patri et Filio et Spiritui Sancto",Jacobi,V,V,2,007040b,1,,
"P-BRs Ms. 034",277,003,"Exsultet caelum laudibus resultet terra gaudiis","Exsultet caelum laudibus resultet terra gaudiis apostolorum gloriam sacra canunt sollemnia",Jacobi,V,H,,008301,7,,
"P-BRs Ms. 034",278,001,"Annuntiaverunt opera dei *","Annuntiaverunt opera dei *",Jacobi,V,W,,007950,*,,
"P-BRs Ms. 034",278,002,"O lux et decus hispaniae sanctissime","O lux et decus hispaniae sanctissime Jacobe qui inter apostolos primatus tenes primus eorum martyrio laureatus o singulare praesidium qui meruisti videre redemptorem nostrum adhuc mortalem in deitatem transformatum exaudi preces servorum tuorum et intercede pro nostra salute omniumsque populorum aleluia",Jacobi,V,A,M,a00193,3,a,
"P-BRs Ms. 034",279,001,"Haec siquidem est illa scala caelestis","Haec siquidem est illa scala caelestis quam eximius ille patriarca Jacob de terris usque ad caelorum summitatem erectam in somnis tante revelationis inspexerat alleluia","Mariae ad Nives",V,A,p,00202,6,F,
"P-BRs Ms. 034",279,002,"Cum Johannes patritius mane januas palatii","Cum Johannes patritius mane januas palatii sui ad pontificem perrecturus exisset sicut audierat in somniis dictum totum locum nive coopertum inspexit alleluia","Mariae ad Nives",V,R,,a00203,6,,
"P-BRs Ms. 034",279,003,"Qua de re aperte visionis atestatione","Qua de re aperte visionis atestatione firmatus jubentis imperiis anxius obedire curabat","Mariae ad Nives",V,V,1,a00203a,6,,
"P-BRs Ms. 034",280,001,"Gloria Patri et Filio et Spiritui","Gloria Patri et Filio et Spiritui Sancto","Mariae ad Nives",V,V,2,007040b,6,,
"P-BRs Ms. 034",280,002,"Ave maris stella *","Ave maris stella *","Mariae ad Nives",V,H,,008272,*,,
"P-BRs Ms. 034",280,003,"Elegit eam deus *","Elegit eam deus *","Mariae ad Nives",V,W,,008046,*,,
"P-BRs Ms. 034",280,004,"Hanc electam sanctissimam virginem virga illa","Hanc electam sanctissimam virginem virga illa signavit a suae radicis viriditate convulsa quam tempestive maturitatis flores et poma produxerat alleluia","Mariae ad Nives",V,A,M,a00204,1,D,
"P-BRs Ms. 034",280,005,"Tota pulchra es amica mea et","Tota pulchra es amica mea et macula non est in te favus distillans labia tua mel et lac sub lingua tua odor unguentorum tuorum super omnia aromata jam enim hiems transiit imber abiit et recessit flores apparuerunt vineae florentes odorem dederunt et vox turturis audita est in terra nostra surge propera amica mea veni de Libano veni coronaberis","Assumptio Mariae, vig.",V,A,p,005162,3,E,
"P-BRs Ms. 034",281,001,"Beata es virgo Maria dei genetrix","Beata es virgo Maria dei genetrix quae credidisti domino perfecta sunt in te quae dicta sunt tibi ecce exaltata es super choros angelorum intercede pro nobis ad dominum deum nostrum","Assumptio Mariae, vig.",V,R,,006165,6,,
"P-BRs Ms. 034",282,001,"Beata es et venerabilis virgo Maria","Beata es et venerabilis virgo Maria cujus viscera meruerunt portare dominum","Assumptio Mariae, vig.",V,V,1,006165b,6,,
"P-BRs Ms. 034",282,002,"Ave maris stella dei mater alma","Ave maris stella dei mater alma atque semper virgo felix caeli porta","Assumptio Mariae, vig.",V,H,,008272,*,,
"P-BRs Ms. 034",282,003,"Elegit eam *","Elegit eam *","Assumptio Mariae, vig.",V,W,,008046,*,,
"P-BRs Ms. 034",282,004,"Paradisi porta per Evam cunctis clausa","Paradisi porta per Evam cunctis clausa est et per Mariam virginem iterum patefacta est alleluia","Assumptio Mariae, vig.",V,A,M,004214,1,F,
"P-BRs Ms. 034",282,005,"Gloriosae virginis Mariae ortum dignissimum recolamus","Gloriosae virginis Mariae ortum dignissimum recolamus et sincero sermone nativitatem ejus celebremus ovanter","Nativitas Mariae",V,A,p,a00179,6,F,
"P-BRs Ms. 034",282,006,"Beatissimae virginis Mariae nativitatem devotissime celebremus","Beatissimae virginis Mariae nativitatem devotissime celebremus ut ipsa pro nobis intercedat ad dominum Jesum Christum","Nativitas Mariae",V,R,,006184,4,,
"P-BRs Ms. 034",283,001,"Cum jucunditate nativitatem beatae Mariae celebremus","Cum jucunditate nativitatem beatae Mariae celebremus","Nativitas Mariae",V,V,1,006184b,4,,
"P-BRs Ms. 034",283,002,"Ave maris stella dei mater alma","Ave maris stella dei mater alma atque semper virgo felix caeli porta","Nativitas Mariae",V,H,,008272,1,,
"P-BRs Ms. 034",283,003,"Elegit eam deus et praeelegit eam","Elegit eam deus et praeelegit eam R. Et habitare eam facit in tabernaculo suo","Nativitas Mariae",V,W,,008046,*,,
"P-BRs Ms. 034",283,004,"Beatissimae virginis Mariae nativitatem devotissime celebremus","Beatissimae virginis Mariae nativitatem devotissime celebremus ut ipsa pro nobis intercedat ad dominum Jesum Christum","Nativitas Mariae",V,A,M,001596,2,D,
"P-BRs Ms. 034",284,001,"In consilio justorum et congregatione magna","In consilio justorum et congregatione magna opera domini","Om. Sanctorum, vig.",V,A,1,003214,8,G,
"P-BRs Ms. 034",284,002,"Pretiosa in conspectu domini mors sanctorum","Pretiosa in conspectu domini mors sanctorum ejus","Om. Sanctorum, vig.",V,A,2,004371,7,c,
"P-BRs Ms. 034",284,003,"Euntes ibant et flebant mittentes semina","Euntes ibant et flebant mittentes semina sua","Om. Sanctorum, vig.",V,A,3,002736,8,c,
"P-BRs Ms. 034",284,004,"Confortatus est principatus eorum et honorati","Confortatus est principatus eorum et honorati sunt amici tui deus","Om. Sanctorum, vig.",V,A,4,001881,7,c,
"P-BRs Ms. 034",284,005,"Justi confitebuntur nomini tuo et habitabunt","Justi confitebuntur nomini tuo et habitabunt recti cum vultu tuo","Om. Sanctorum, vig.",V,A,5,003535,1,G,
"P-BRs Ms. 034",284,006,"Beata vere mater ecclesia quam sic","Beata vere mater ecclesia quam sic honor divinae dignationis illuminat quam victoriosorum gloriosus martyrum sanguis exornat quam inviolata confessionis candida induit virginitas","Om. Sanctorum, vig.",R,R,,006170,1,,
"P-BRs Ms. 034",285,001,"Floribus ejus nec rosae nec lilia","Floribus ejus nec rosae nec lilia desunt","Om. Sanctorum, vig.",V,V,1,006170a,1,,
"P-BRs Ms. 034",285,002,"Christe redemptor omnium conserva tuos famulos","Christe redemptor omnium conserva tuos famulos beatae semper virginis placatus sanctis precibus","Om. Sanctorum, vig.",V,H,,008276,8,,
"P-BRs Ms. 034",286,001,"Mirabilis deus P. In sanctis suis","Mirabilis deus P. In sanctis suis","Om. Sanctorum, vig.",V,W,,008141,*,,
"P-BRs Ms. 034",286,002,"Salvator mundi salva nos omnes sancta","Salvator mundi salva nos omnes sancta dei genetrix virgo semper Maria ora pro nobis precibus quoque sanctorum apostolorum martyrum et confessorum atque sanctarum virginum suppliciter petimus ut a malis omnibus eruamur bonisque omnibus nunc et semper perfrui mereamur","Om. Sanctorum, vig.",V,A,M,004689,1,F,
"P-BRs Ms. 034",286,003,"Beatus Geraldus nobilissimis ortus natalibus caturcensi","Beatus Geraldus nobilissimis ortus natalibus caturcensi regione oriundus fuisse dignoscitur cujus parentes saeculari potestate praeclari fuerunt Deumque timentes alleluia","Geraldi Archiepiscopi Bracharensis",V,A,p,a00196,1,G,
"P-BRs Ms. 034",287,001,"Beati Geraldi parentes priusquam pariter convenirent","Beati Geraldi parentes priusquam pariter convenirent votum voverunt Domino quod primum fructum quem de sua commixtionem perciperent perpetuo Dei servitio manciparent","Geraldi Archiepiscopi Bracharensis",V,R,,a00197,1,,
"P-BRs Ms. 034",287,002,"Natus siquidem beatus Geraldus ac feliciter","Natus siquidem beatus Geraldus ac feliciter nutritus in ipso primordio suae pueritiae altari beati Petri a parentibus est oblatus","Geraldi Archiepiscopi Bracharensis",V,V,1,a00197a,1,,
"P-BRs Ms. 034",288,001,"Adest dies laetitiae In qua Geraldus","Adest dies laetitiae In qua Geraldus hodie Coronatur in aethere Regno potitur gloriae","Geraldi Archiepiscopi Bracharensis",V,H,,a00199,4,,
"P-BRs Ms. 034",288,002,"Ecce sacerdos *","Ecce sacerdos *","Geraldi Archiepiscopi Bracharensis",V,W,,008040,*,,
"P-BRs Ms. 034",288,003,"O sancte Geralde o pastor ovium","O sancte Geralde o pastor ovium quas tibi tradidit Deus quaesumus ut intercedere digneris ad Dominum qui te elegit ut oves cunctas quae tibi traditae sunt a Domino tua intercessione mereantur participes fieri tecum in aeterna laetitia","Geraldi Archiepiscopi Bracharensis",V,A,M,a00198,8,G,
